Row_1,BoardsBeforeCutBill,BoardsAfterCutBill,BoardsInCutBill,MandatoryCuts,CutsMadebyCutBill,CutsPerBoard,Yield,MeanNestingRate,MaxNestingRate,TimesAbove60,LaneFlushes
"[10.75,24] [24,26] [28,30] [30,32] [48,60]",223035,229490,107682,248774,60904,3.09678,0.903135127,0.026939951,0.132636705,0,0
"[10.75,24] [26,28] [28,30] [30,32] [48,60]",223035,229601,107571,248774,61015,3.09789,0.903119577,0.027443026,0.117025448,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [48,60]",223035,221737,115435,248774,53151,3.01925,0.904221215,0.028462715,0.12407463,0,0
"[10.75,24] [32,34] [48,60]",223035,245179,91993,248774,76593,3.25367,0.900937314,0.023546499,0.10859189,0,0
"[10.75,24] [24,26] [32,34] [48,60]",223035,237315,99857,248774,68729,3.17503,0.902038952,0.024557973,0.112908186,0,0
"[10.75,24] [26,28] [32,34] [48,60]",223035,237426,99746,248774,68840,3.17614,0.902023403,0.02485948,0.116518704,0,0
"[10.75,24] [24,26] [26,28] [32,34] [48,60]",223035,229562,107610,248774,60976,3.0975,0.903125041,0.026644622,0.121670761,0,0
"[10.75,24] [28,30] [32,34] [48,60]",223035,237620,99552,248774,69034,3.17808,0.901996226,0.025942571,0.128231764,0,0
"[10.75,24] [24,26] [28,30] [32,34] [48,60]",223035,229756,107416,248774,61170,3.09944,0.903097864,0.026625002,0.118873581,0,0
"[10.75,24] [26,28] [28,30] [32,34] [48,60]",223035,229867,107305,248774,61281,3.10055,0.903082314,0.026785323,0.11316756,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [48,60]",223035,222003,115169,248774,53417,3.02191,0.904183952,0.027779107,0.122627203,0,0
"[10.75,24] [30,32] [32,34] [48,60]",223035,237683,99489,248774,69097,3.17871,0.9019874,0.026363767,0.133179546,0,0
"[10.75,24] [24,26] [30,32] [32,34] [48,60]",223035,229819,107353,248774,61233,3.10007,0.903089038,0.027116564,0.125833755,0,0
"[10.75,24] [26,28] [30,32] [32,34] [48,60]",223035,229930,107242,248774,61344,3.10118,0.903073489,0.026538312,0.121891776,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [48,60]",223035,222066,115106,248774,53480,3.02254,0.904175127,0.027372832,0.11760505,0,0
"[10.75,24] [28,30] [30,32] [32,34] [48,60]",223035,230124,107048,248774,61538,3.10312,0.903046312,0.027979061,0.129696021,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [48,60]",223035,222260,114912,248774,53674,3.02448,0.90414795,0.028351909,0.134382386,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [48,60]",223035,222371,114801,248774,53785,3.02559,0.9041324,0.028502386,0.118979227,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [48,60]",223035,214507,122665,248774,45921,2.94695,0.905234038,0.029284965,0.127090799,0,0
"[10.75,24] [34,36] [48,60]",223035,245460,91712,248774,76874,3.25648,0.90089795,0.022304323,0.108709096,0,0
"[10.75,24] [24,26] [34,36] [48,60]",223035,237596,99576,248774,69010,3.17784,0.901999588,0.023457946,0.103755467,0,0
"[10.75,24] [26,28] [34,36] [48,60]",223035,237707,99465,248774,69121,3.17895,0.901984038,0.026425475,0.121466505,0,0
"[10.75,24] [24,26] [26,28] [34,36] [48,60]",223035,229843,107329,248774,61257,3.10031,0.903085676,0.030173589,0.14099952,0,0
"[10.75,24] [28,30] [34,36] [48,60]",223035,237901,99271,248774,69315,3.18089,0.901956862,0.025026484,0.113395393,0,0
"[10.75,24] [24,26] [28,30] [34,36] [48,60]",223035,230037,107135,248774,61451,3.10225,0.9030585,0.02625262,0.118174929,0,0
"[10.75,24] [26,28] [28,30] [34,36] [48,60]",223035,230148,107024,248774,61562,3.10336,0.90304295,0.026627,0.113114729,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [48,60]",223035,222284,114888,248774,53698,3.02472,0.904144588,0.028169205,0.116858778,0,0
"[10.75,24] [30,32] [34,36] [48,60]",223035,237964,99208,248774,69378,3.18152,0.901948036,0.026108298,0.132277463,0,0
"[10.75,24] [24,26] [30,32] [34,36] [48,60]",223035,230100,107072,248774,61514,3.10288,0.903049674,0.027106875,0.106594426,0,0
"[10.75,24] [26,28] [30,32] [34,36] [48,60]",223035,230211,106961,248774,61625,3.10399,0.903034125,0.027426583,0.111213678,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [48,60]",223035,222347,114825,248774,53761,3.02535,0.904135763,0.028778479,0.117524455,0,0
"[10.75,24] [28,30] [30,32] [34,36] [48,60]",223035,230405,106767,248774,61819,3.10593,0.903006948,0.027672888,0.117511279,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [48,60]",223035,222541,114631,248774,53955,3.02729,0.904108586,0.028316109,0.116649512,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [48,60]",223035,222652,114520,248774,54066,3.0284,0.904093036,0.028988448,0.112209271,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [48,60]",223035,214788,122384,248774,46202,2.94976,0.905194674,0.030197461,0.125980801,0,0
"[10.75,24] [32,34] [34,36] [48,60]",223035,238230,98942,248774,69644,3.18418,0.901910773,0.024780166,0.110632706,0,0
"[10.75,24] [24,26] [32,34] [34,36] [48,60]",223035,230366,106806,248774,61780,3.10554,0.903012411,0.025749272,0.127309173,0,0
"[10.75,24] [26,28] [32,34] [34,36] [48,60]",223035,230477,106695,248774,61891,3.10665,0.902996862,0.027233717,0.131813716,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [48,60]",223035,222613,114559,248774,54027,3.02801,0.9040985,0.029031607,0.116662105,0,0
"[10.75,24] [28,30] [32,34] [34,36] [48,60]",223035,230671,106501,248774,62085,3.10859,0.902969685,0.027693158,0.114455165,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [48,60]",223035,222807,114365,248774,54221,3.02995,0.904071323,0.028415292,0.113121576,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [48,60]",223035,222918,114254,248774,54332,3.03106,0.904055773,0.029355326,0.126033799,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [48,60]",223035,215054,122118,248774,46468,2.95242,0.905157411,0.02976612,0.1172609,0,0
"[10.75,24] [30,32] [32,34] [34,36] [48,60]",223035,230734,106438,248774,62148,3.10922,0.90296086,0.02920615,0.117701926,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [48,60]",223035,222870,114302,248774,54284,3.03058,0.904062497,0.029479368,0.121906471,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [48,60]",223035,222981,114191,248774,54395,3.03169,0.904046948,0.029728147,0.120166364,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [48,60]",223035,215117,122055,248774,46531,2.95305,0.905148586,0.030423911,0.141275279,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [48,60]",223035,223175,113997,248774,54589,3.03363,0.904019771,0.030843401,0.121331968,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [48,60]",223035,215311,121861,248774,46725,2.95499,0.905121409,0.031304398,0.126238628,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [48,60]",223035,215422,121750,248774,46836,2.9561,0.90510586,0.032193061,0.145149235,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [48,60]",223035,207558,129614,248774,38972,2.87746,0.906207497,0.032862382,0.149040243,0,0
"[10.75,24] [36,38] [48,60]",223035,245617,91555,248774,77031,3.25805,0.900875956,0.022738258,0.105487083,0,0
"[10.75,24] [24,26] [36,38] [48,60]",223035,237753,99419,248774,69167,3.17941,0.901977594,0.024384048,0.123023294,0,0
"[10.75,24] [26,28] [36,38] [48,60]",223035,237864,99308,248774,69278,3.18052,0.901962045,0.027119914,0.104182427,0,0
"[10.75,24] [24,26] [26,28] [36,38] [48,60]",223035,230000,107172,248774,61414,3.10188,0.903063683,0.033174296,0.141312286,0,0
"[10.75,24] [28,30] [36,38] [48,60]",223035,238058,99114,248774,69472,3.18246,0.901934868,0.024489067,0.127327429,0,0
"[10.75,24] [24,26] [28,30] [36,38] [48,60]",223035,230194,106978,248774,61608,3.10382,0.903036506,0.026373751,0.10622255,0,0
"[10.75,24] [26,28] [28,30] [36,38] [48,60]",223035,230305,106867,248774,61719,3.10493,0.903020956,0.026136125,0.118893081,0,0
"[10.75,24] [24,26] [26,28] [28,30] [36,38] [48,60]",223035,222441,114731,248774,53855,3.02629,0.904122594,0.028596933,0.126304879,0,0
"[10.75,24] [30,32] [36,38] [48,60]",223035,238121,99051,248774,69535,3.18309,0.901926043,0.026421999,0.115442724,0,0
"[10.75,24] [24,26] [30,32] [36,38] [48,60]",223035,230257,106915,248774,61671,3.10445,0.903027681,0.027405068,0.117306706,0,0
"[10.75,24] [26,28] [30,32] [36,38] [48,60]",223035,230368,106804,248774,61782,3.10556,0.903012131,0.027562751,0.131049153,0,0
"[10.75,24] [24,26] [26,28] [30,32] [36,38] [48,60]",223035,222504,114668,248774,53918,3.02692,0.904113769,0.02880371,0.126212106,0,0
"[10.75,24] [28,30] [30,32] [36,38] [48,60]",223035,230562,106610,248774,61976,3.1075,0.902984954,0.027864727,0.109215085,0,0
"[10.75,24] [24,26] [28,30] [30,32] [36,38] [48,60]",223035,222698,114474,248774,54112,3.02886,0.904086592,0.028909194,0.122176635,0,0
"[10.75,24] [26,28] [28,30] [30,32] [36,38] [48,60]",223035,222809,114363,248774,54223,3.02997,0.904071043,0.028983355,0.133289063,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [36,38] [48,60]",223035,214945,122227,248774,46359,2.95133,0.905172681,0.03033459,0.12078301,0,0
"[10.75,24] [32,34] [36,38] [48,60]",223035,238387,98785,248774,69801,3.18575,0.90188878,0.024423422,0.122995377,0,0
"[10.75,24] [24,26] [32,34] [36,38] [48,60]",223035,230523,106649,248774,61937,3.10711,0.902990418,0.025410593,0.125047498,0,0
"[10.75,24] [26,28] [32,34] [36,38] [48,60]",223035,230634,106538,248774,62048,3.10822,0.902974868,0.026798653,0.112075263,0,0
"[10.75,24] [24,26] [26,28] [32,34] [36,38] [48,60]",223035,222770,114402,248774,54184,3.02958,0.904076506,0.028954852,0.134583096,0,0
"[10.75,24] [28,30] [32,34] [36,38] [48,60]",223035,230828,106344,248774,62242,3.11016,0.902947691,0.027608454,0.120159405,0,0
"[10.75,24] [24,26] [28,30] [32,34] [36,38] [48,60]",223035,222964,114208,248774,54378,3.03152,0.904049329,0.028421443,0.120915229,0,0
"[10.75,24] [26,28] [28,30] [32,34] [36,38] [48,60]",223035,223075,114097,248774,54489,3.03263,0.90403378,0.029237605,0.131891379,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [36,38] [48,60]",223035,215211,121961,248774,46625,2.95399,0.905135418,0.030155971,0.125887486,0,0
"[10.75,24] [30,32] [32,34] [36,38] [48,60]",223035,230891,106281,248774,62305,3.11079,0.902938866,0.028626268,0.129407952,0,0
"[10.75,24] [24,26] [30,32] [32,34] [36,38] [48,60]",223035,223027,114145,248774,54441,3.03215,0.904040504,0.028825957,0.124283023,0,0
"[10.75,24] [26,28] [30,32] [32,34] [36,38] [48,60]",223035,223138,114034,248774,54552,3.03326,0.904024954,0.028912562,0.128414749,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [36,38] [48,60]",223035,215274,121898,248774,46688,2.95462,0.905126592,0.029921816,0.131007711,0,0
"[10.75,24] [28,30] [30,32] [32,34] [36,38] [48,60]",223035,223332,113840,248774,54746,3.0352,0.903997778,0.030659031,0.131605246,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [36,38] [48,60]",223035,215468,121704,248774,46882,2.95656,0.905099416,0.030695579,0.126300562,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [36,38] [48,60]",223035,215579,121593,248774,46993,2.95767,0.905083866,0.031784283,0.132381295,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [36,38] [48,60]",223035,207715,129457,248774,39129,2.87903,0.906185504,0.032399157,0.131945748,0,0
"[10.75,24] [34,36] [36,38] [48,60]",223035,238668,98504,248774,70082,3.18856,0.901849416,0.023010629,0.109298259,0,0
"[10.75,24] [24,26] [34,36] [36,38] [48,60]",223035,230804,106368,248774,62218,3.10992,0.902951053,0.024549969,0.11264404,0,0
"[10.75,24] [26,28] [34,36] [36,38] [48,60]",223035,230915,106257,248774,62329,3.11103,0.902935504,0.027864001,0.119770601,0,0
"[10.75,24] [24,26] [26,28] [34,36] [36,38] [48,60]",223035,223051,114121,248774,54465,3.03239,0.904037142,0.031378922,0.142208103,0,0
"[10.75,24] [28,30] [34,36] [36,38] [48,60]",223035,231109,106063,248774,62523,3.11297,0.902908327,0.02687085,0.125962919,0,0
"[10.75,24] [24,26] [28,30] [34,36] [36,38] [48,60]",223035,223245,113927,248774,54659,3.03433,0.904009965,0.027986669,0.113130249,0,0
"[10.75,24] [26,28] [28,30] [34,36] [36,38] [48,60]",223035,223356,113816,248774,54770,3.03544,0.903994416,0.02849576,0.132207448,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [36,38] [48,60]",223035,215492,121680,248774,46906,2.9568,0.905096053,0.030650095,0.138443016,0,0
"[10.75,24] [30,32] [34,36] [36,38] [48,60]",223035,231172,106000,248774,62586,3.1136,0.902899502,0.028806147,0.13392698,0,0
"[10.75,24] [24,26] [30,32] [34,36] [36,38] [48,60]",223035,223308,113864,248774,54722,3.03496,0.90400114,0.029345885,0.116690687,0,0
"[10.75,24] [26,28] [30,32] [34,36] [36,38] [48,60]",223035,223419,113753,248774,54833,3.03607,0.90398559,0.030266062,0.133328723,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [36,38] [48,60]",223035,215555,121617,248774,46969,2.95743,0.905087228,0.031151553,0.144429208,0,0
"[10.75,24] [28,30] [30,32] [34,36] [36,38] [48,60]",223035,223613,113559,248774,55027,3.03801,0.903958413,0.030685668,0.147420856,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [36,38] [48,60]",223035,215749,121423,248774,47163,2.95937,0.905060051,0.031260995,0.139606713,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [36,38] [48,60]",223035,215860,121312,248774,47274,2.96048,0.905044502,0.031801469,0.135750617,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [36,38] [48,60]",223035,207996,129176,248774,39410,2.88184,0.90614614,0.033381704,0.134415079,0,0
"[10.75,24] [32,34] [34,36] [36,38] [48,60]",223035,231438,105734,248774,62852,3.11626,0.902862239,0.026565008,0.120439803,0,0
"[10.75,24] [24,26] [32,34] [34,36] [36,38] [48,60]",223035,223574,113598,248774,54988,3.03762,0.903963877,0.027672392,0.150461866,0,0
"[10.75,24] [26,28] [32,34] [34,36] [36,38] [48,60]",223035,223685,113487,248774,55099,3.03873,0.903948327,0.029742622,0.127197655,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [36,38] [48,60]",223035,215821,121351,248774,47235,2.96009,0.905049965,0.031716588,0.137582937,0,0
"[10.75,24] [28,30] [32,34] [34,36] [36,38] [48,60]",223035,223879,113293,248774,55293,3.04067,0.90392115,0.031808572,0.138944244,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [36,38] [48,60]",223035,216015,121157,248774,47429,2.96203,0.905022788,0.032164134,0.121634391,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [36,38] [48,60]",223035,216126,121046,248774,47540,2.96314,0.905007239,0.033585496,0.145459008,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [36,38] [48,60]",223035,208262,128910,248774,39676,2.8845,0.906108877,0.034007025,0.138383303,0,0
"[10.75,24] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,223942,113230,248774,55356,3.0413,0.903912325,0.033424891,0.148381753,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,216078,121094,248774,47492,2.96266,0.905013963,0.033765318,0.155301346,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,216189,120983,248774,47603,2.96377,0.904998413,0.03440052,0.145679685,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,208325,128847,248774,39739,2.88513,0.906100051,0.035057214,0.160041904,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,216383,120789,248774,47797,2.96571,0.904971237,0.03734373,0.145502846,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,208519,128653,248774,39933,2.88707,0.906072875,0.037286078,0.142159316,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,208630,128542,248774,40044,2.88818,0.906057325,0.039686389,0.151008868,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [48,60]",223035,200766,136406,248774,32180,2.80954,0.907158963,0.039509567,0.158317448,0,0
"[10.75,24] [38,40] [48,60]",223035,245674,91498,248774,77088,3.25862,0.900867972,0.023463609,0.131490852,0,0
"[10.75,24] [24,26] [38,40] [48,60]",223035,237810,99362,248774,69224,3.17998,0.90196961,0.026237842,0.146980889,0,0
"[10.75,24] [26,28] [38,40] [48,60]",223035,237921,99251,248774,69335,3.18109,0.90195406,0.026843687,0.139630036,0,0
"[10.75,24] [24,26] [26,28] [38,40] [48,60]",223035,230057,107115,248774,61471,3.10245,0.903055698,0.034657087,0.190826468,0,0
"[10.75,24] [28,30] [38,40] [48,60]",223035,238115,99057,248774,69529,3.18303,0.901926883,0.024528963,0.136423104,0,0
"[10.75,24] [24,26] [28,30] [38,40] [48,60]",223035,230251,106921,248774,61665,3.10439,0.903028521,0.026180224,0.162495877,0,0
"[10.75,24] [26,28] [28,30] [38,40] [48,60]",223035,230362,106810,248774,61776,3.1055,0.903012972,0.026454883,0.138149529,0,0
"[10.75,24] [24,26] [26,28] [28,30] [38,40] [48,60]",223035,222498,114674,248774,53912,3.02686,0.90411461,0.028419959,0.142633318,0,0
"[10.75,24] [30,32] [38,40] [48,60]",223035,238178,98994,248774,69592,3.18366,0.901918058,0.027307034,0.118760033,0,0
"[10.75,24] [24,26] [30,32] [38,40] [48,60]",223035,230314,106858,248774,61728,3.10502,0.903019696,0.027748128,0.122521834,0,0
"[10.75,24] [26,28] [30,32] [38,40] [48,60]",223035,230425,106747,248774,61839,3.10613,0.903004146,0.028209395,0.119656232,0,0
"[10.75,24] [24,26] [26,28] [30,32] [38,40] [48,60]",223035,222561,114611,248774,53975,3.02749,0.904105784,0.029030457,0.139995729,0,0
"[10.75,24] [28,30] [30,32] [38,40] [48,60]",223035,230619,106553,248774,62033,3.10807,0.902976969,0.029379717,0.126122075,0,0
"[10.75,24] [24,26] [28,30] [30,32] [38,40] [48,60]",223035,222755,114417,248774,54169,3.02943,0.904078607,0.029900189,0.121783369,0,0
"[10.75,24] [26,28] [28,30] [30,32] [38,40] [48,60]",223035,222866,114306,248774,54280,3.03054,0.904063058,0.030258007,0.116577178,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [38,40] [48,60]",223035,215002,122170,248774,46416,2.9519,0.905164696,0.031414864,0.134150513,0,0
"[10.75,24] [32,34] [38,40] [48,60]",223035,238444,98728,248774,69858,3.18632,0.901880795,0.024659021,0.106361498,0,0
"[10.75,24] [24,26] [32,34] [38,40] [48,60]",223035,230580,106592,248774,61994,3.10768,0.902982433,0.025602258,0.119956745,0,0
"[10.75,24] [26,28] [32,34] [38,40] [48,60]",223035,230691,106481,248774,62105,3.10879,0.902966883,0.026240716,0.123653946,0,0
"[10.75,24] [24,26] [26,28] [32,34] [38,40] [48,60]",223035,222827,114345,248774,54241,3.03015,0.904068521,0.027677807,0.129332237,0,0
"[10.75,24] [28,30] [32,34] [38,40] [48,60]",223035,230885,106287,248774,62299,3.11073,0.902939706,0.028209004,0.115045848,0,0
"[10.75,24] [24,26] [28,30] [32,34] [38,40] [48,60]",223035,223021,114151,248774,54435,3.03209,0.904041344,0.028362853,0.116385354,0,0
"[10.75,24] [26,28] [28,30] [32,34] [38,40] [48,60]",223035,223132,114040,248774,54546,3.0332,0.904025795,0.029002312,0.12940729,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [38,40] [48,60]",223035,215268,121904,248774,46682,2.95456,0.905127433,0.029943109,0.141938269,0,0
"[10.75,24] [30,32] [32,34] [38,40] [48,60]",223035,230948,106224,248774,62362,3.11136,0.902930881,0.029388969,0.12540293,0,0
"[10.75,24] [24,26] [30,32] [32,34] [38,40] [48,60]",223035,223084,114088,248774,54498,3.03272,0.904032519,0.029077524,0.118151454,0,0
"[10.75,24] [26,28] [30,32] [32,34] [38,40] [48,60]",223035,223195,113977,248774,54609,3.03383,0.904016969,0.029302406,0.127070916,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [38,40] [48,60]",223035,215331,121841,248774,46745,2.95519,0.905118607,0.029745138,0.124019427,0,0
"[10.75,24] [28,30] [30,32] [32,34] [38,40] [48,60]",223035,223389,113783,248774,54803,3.03577,0.903989793,0.030890149,0.146722866,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [38,40] [48,60]",223035,215525,121647,248774,46939,2.95713,0.905091431,0.03089523,0.120710412,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [38,40] [48,60]",223035,215636,121536,248774,47050,2.95824,0.905075881,0.031759419,0.127960031,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [38,40] [48,60]",223035,207772,129400,248774,39186,2.8796,0.906177519,0.031885974,0.132434845,0,0
"[10.75,24] [34,36] [38,40] [48,60]",223035,238725,98447,248774,70139,3.18913,0.901841431,0.022905149,0.104057059,0,0
"[10.75,24] [24,26] [34,36] [38,40] [48,60]",223035,230861,106311,248774,62275,3.11049,0.902943069,0.024594622,0.116861585,0,0
"[10.75,24] [26,28] [34,36] [38,40] [48,60]",223035,230972,106200,248774,62386,3.1116,0.902927519,0.027831546,0.125367671,0,0
"[10.75,24] [24,26] [26,28] [34,36] [38,40] [48,60]",223035,223108,114064,248774,54522,3.03296,0.904029157,0.031094267,0.121105368,0,0
"[10.75,24] [28,30] [34,36] [38,40] [48,60]",223035,231166,106006,248774,62580,3.11354,0.902900342,0.026795213,0.127935944,0,0
"[10.75,24] [24,26] [28,30] [34,36] [38,40] [48,60]",223035,223302,113870,248774,54716,3.0349,0.90400198,0.028193966,0.128612358,0,0
"[10.75,24] [26,28] [28,30] [34,36] [38,40] [48,60]",223035,223413,113759,248774,54827,3.03601,0.903986431,0.028389733,0.122540539,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [38,40] [48,60]",223035,215549,121623,248774,46963,2.95737,0.905088069,0.030532109,0.139165613,0,0
"[10.75,24] [30,32] [34,36] [38,40] [48,60]",223035,231229,105943,248774,62643,3.11417,0.902891517,0.029076726,0.128915429,0,0
"[10.75,24] [24,26] [30,32] [34,36] [38,40] [48,60]",223035,223365,113807,248774,54779,3.03553,0.903993155,0.029026143,0.141158207,0,0
"[10.75,24] [26,28] [30,32] [34,36] [38,40] [48,60]",223035,223476,113696,248774,54890,3.03664,0.903977605,0.029785473,0.126575888,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [38,40] [48,60]",223035,215612,121560,248774,47026,2.958,0.905079243,0.03072481,0.117832937,0,0
"[10.75,24] [28,30] [30,32] [34,36] [38,40] [48,60]",223035,223670,113502,248774,55084,3.03858,0.903950428,0.030728043,0.138417713,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [38,40] [48,60]",223035,215806,121366,248774,47220,2.95994,0.905052066,0.031308854,0.142350882,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [38,40] [48,60]",223035,215917,121255,248774,47331,2.96105,0.905036517,0.031892469,0.128651414,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [38,40] [48,60]",223035,208053,129119,248774,39467,2.88241,0.906138155,0.033030369,0.131066403,0,0
